awardID,awardFixedID,awardCode,name,versionNumber,awardOperativeFrom,awardOperativeTo,lastModifiedDateTime
6b88b6ad-952f-f011-8c4d-00224896ec3f,25,MA000025,"Electrical, Electronic and Communications Contracting Award 2020",2,01-01-2010,,04-07-2025 00:23:22
0ca5c7ee-942f-f011-8c4e-0022481268c7,26,MA000026,"Graphic Arts, Printing and Publishing Award 2020",2,01-01-2010,,04-07-2025 00:23:22
0bfe1767-952f-f011-8c4d-000d3ad2853b,27,MA000027,Health Professionals and Support Services Award 2020,2,01-01-2010,,04-07-2025 00:23:22
27d822db-952f-f011-8c4e-000d3acb4bae,28,MA000028,Horticulture Award 2020,2,01-01-2010,,04-07-2025 00:23:22
c83f0500-952f-f011-8c4d-00224894de5b,29,MA000029,Joinery and Building Trades Award 2020,2,01-01-2010,,04-07-2025 00:23:23
811fbe8a-952f-f011-8c4d-002248952826,30,MA000030,Market and Social Research Award 2020,2,01-01-2010,,04-07-2025 00:23:23
b03dea06-962f-f011-8c4e-0022481268c7,31,MA000031,Medical Practitioners Award 2020,2,01-01-2010,,04-07-2025 00:23:23
4b827744-952f-f011-8c4d-002248952826,32,MA000032,Mobile Crane Hiring Award 2020,2,01-01-2010,,04-07-2025 00:23:23
76467897-952f-f011-8c4e-0022480ff7a2,33,MA000033,Nursery Award 2020,2,01-01-2010,,04-07-2025 00:23:23
24d8b513-962f-f011-8c4d-00224897b7fd,34,MA000034,Nurses Award 2020,2,01-01-2010,,24-09-2025 07:22:26
6cf7c95b-952f-f011-8c4d-00224810246b,35,MA000035,Pastoral Award 2020,1,01-01-2010,,04-07-2025 00:23:24
5b890aa5-952f-f011-8c4e-00224892cf43,36,MA000036,Plumbing and Fire Sprinklers Award 2020,2,01-01-2010,,04-07-2025 00:23:24
362f4a5b-962f-f011-8c4d-6045bdc48fdc,38,MA000038,Road Transport and Distribution Award 2020,2,01-01-2010,,04-07-2025 00:23:24
5af739db-952f-f011-8c4e-0022480ff7a2,39,MA000039,Road Transport (Long Distance Operations) Award 2020,2,01-01-2010,,04-07-2025 00:23:24
c50bf409-962f-f011-8c4d-000d3acae51f,40,MA000040,Silviculture Award 2020,2,01-01-2010,,30-06-2025 17:01:55
33e88c97-962f-f011-8c4d-6045bdc48fdc,41,MA000041,Telecommunications Services Award 2020,2,01-01-2010,,04-07-2025 00:23:24
bba358ed-952f-f011-8c4e-000d3ad07e3a,42,MA000042,Transport (Cash in Transit) Award 2020,2,01-01-2010,,04-07-2025 00:23:25
c5c35b19-962f-f011-8c4d-002248952826,43,MA000043,Waste Management Award 2020,2,01-01-2010,,30-06-2025 17:01:58
5038ecab-962f-f011-8c4d-002248952826,44,MA000044,"Wool Storage, Sampling and Testing Award 2020",2,01-01-2010,,04-07-2025 00:23:25
963d87f9-952f-f011-8c4e-000d3ad07e3a,45,MA000045,Coal Export Terminals Award 2020,2,01-01-2010,,04-07-2025 00:23:25
77afab25-962f-f011-8c4d-002248952826,46,MA000046,Air Pilots Award 2020,2,01-01-2010,,04-07-2025 00:23:25
7e608dd4-962f-f011-8c4e-00224895df16,47,MA000047,Aircraft Cabin Crew Award 2020,2,01-01-2010,,04-07-2025 00:23:25
dbf58a16-962f-f011-8c4e-000d3a6aeb52,48,MA000048,Airline Operations—Ground Staff Award 2020,3,01-01-2010,,04-07-2025 00:23:26
deedf674-962f-f011-8c4d-002248952826,49,MA000049,Airport Employees Award 2020,2,01-01-2010,,04-07-2025 00:23:26
678ab0dd-962f-f011-8c4d-6045bde534d3,50,MA000050,Marine Towage Award 2020,2,01-01-2010,,04-07-2025 00:23:26
52573c73-962f-f011-8c4d-6045bdc48fdc,51,MA000051,Port Authorities Award 2020,2,01-01-2010,,04-07-2025 00:23:26
a76c11ad-962f-f011-8c4e-000d3acb71b1,52,MA000052,"Ports, Harbours and Enclosed Water Vessels Award 2020",2,01-01-2010,,04-07-2025 00:23:26
357a8ce9-962f-f011-8c4d-002248952826,53,MA000053,Stevedoring Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:27
b769ce87-962f-f011-8c4e-002248984ef3,54,MA000054,Asphalt Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:27
920ae4b7-962f-f011-8c4e-002248984ef3,55,MA000055,"Cement, Lime and Quarrying Award 2020",2,01-01-2010,,30-06-2025 17:02:09
160ac1ed-962f-f011-8c4e-00224811a9bb,56,MA000056,Concrete Products Award 2020,2,01-01-2010,,04-07-2025 00:23:27
15365499-962f-f011-8c4e-00224892cf43,57,MA000057,Premixed Concrete Award 2020,2,01-01-2010,,04-07-2025 00:23:27
fd0533d2-962f-f011-8c4e-000d3ad25630,58,MA000058,Registered and Licensed Clubs Award 2020,2,01-01-2010,,30-06-2025 17:02:11
40127703-972f-f011-8c4d-000d3ad2853b,59,MA000059,Meat Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:27
d6cddc9f-962f-f011-8c4e-002248984ef3,60,MA000060,Aluminium Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:27
d68cf21e-972f-f011-8c4e-0022481268c7,61,MA000061,Gas Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:27
99011618-972f-f011-8c4e-002248925dcb,62,MA000062,Hydrocarbons Industry (Upstream) Award 2020,2,01-01-2010,,04-07-2025 00:23:27
8b2029b7-962f-f011-8c4d-00224897b7fd,63,MA000063,Passenger Vehicle Transportation Award 2020,2,01-01-2010,,04-07-2025 00:23:27
d1e88731-972f-f011-8c4e-000d3acb71b1,64,MA000064,Hydrocarbons Field Geologists Award 2020,2,01-01-2010,,04-07-2025 00:23:28
c598b935-972f-f011-8c4d-00224894de5b,65,MA000065,Professional Employees Award 2020,2,01-01-2010,,04-07-2025 00:23:28
37dda8c7-962f-f011-8c4d-00224894de5b,66,MA000066,Surveying Award 2020,2,01-01-2010,,04-07-2025 00:23:28
b8f98c47-972f-f011-8c4e-0022480ff7a2,67,MA000067,Journalists Published Media Award 2020,2,01-01-2010,,04-07-2025 00:23:28
b00bfa41-972f-f011-8c4d-000d3acbcde3,68,MA000068,Seafood Processing Award 2020,2,01-01-2010,,04-07-2025 00:23:28
bdc1d8ce-962f-f011-8c4d-6045bdc48fdc,69,MA000069,Pharmaceutical Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:28
f85783ec-972f-f011-8c4e-000d3ad07e3a,70,MA000070,Cemetery Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:28
de49144e-972f-f011-8c4d-00224894de5b,71,MA000071,Timber Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:28
ddf671f2-962f-f011-8c4e-000d3ad07e3a,72,MA000072,Oil Refining and Manufacturing Award 2020,2,01-01-2010,,04-07-2025 00:23:29
652b7cf8-972f-f011-8c4d-00224894de5b,73,MA000073,"Food, Beverage and Tobacco Manufacturing Award 2020",2,01-01-2010,,04-07-2025 00:23:29
44b6f17c-972f-f011-8c4d-000d3acae51f,74,MA000074,Poultry Processing Award 2020,2,01-01-2010,,04-07-2025 00:23:29
1b306d29-972f-f011-8c4d-00224811bbd2,75,MA000075,Educational Services (Post-Secondary Education) Award 2020,2,01-01-2010,,04-07-2025 00:23:29
8f520119-982f-f011-8c4d-7c1e522a6eb4,76,MA000076,Educational Services (Schools) General Staff Award 2020,2,01-01-2010,,04-07-2025 00:23:29
ea7e0c89-972f-f011-8c4d-6045bdc48fdc,77,MA000077,Educational Services (Teachers) Award 2020,2,01-01-2010,,30-06-2025 17:02:25
bb9ee260-972f-f011-8c4e-0022481268c7,78,MA000078,Book Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:30
6f806936-982f-f011-8c4e-000d3acb4bae,79,MA000079,Architects Award 2020,2,01-01-2010,,04-07-2025 00:23:30
444cb598-972f-f011-8c4d-6045bde534d3,80,MA000080,"Amusement, Events and Recreation Award 2020",2,01-01-2010,,04-07-2025 00:23:30
ac08a86d-972f-f011-8c4d-00224896ec3f,81,MA000081,Live Performance Award 2020,2,01-01-2010,,04-07-2025 00:23:30
c31d6c39-982f-f011-8c4e-000d3acb71b1,82,MA000082,Sporting Organisations Award 2020,2,01-01-2010,,04-07-2025 00:23:30
218e9faf-972f-f011-8c4e-000d3acb71b1,83,MA000083,Commercial Sales Award 2020,2,01-01-2010,,04-07-2025 00:23:30
9f8b8577-972f-f011-8c4e-00224811a9bb,84,MA000084,Storage Services and Wholesale Award 2020,2,01-01-2010,,04-07-2025 00:23:30
69127c48-982f-f011-8c4e-00224892cf43,85,MA000085,Dredging Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:30
efe257c0-972f-f011-8c4d-000d3acbcde3,86,MA000086,Maritime Offshore Oil and Gas Award 2020,2,01-01-2010,,04-07-2025 00:23:31
b5094f8b-972f-f011-8c4d-0022489752ae,87,MA000087,Sugar Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:31
c5ac0a68-982f-f011-8c4d-6045bdc48fdc,88,MA000088,Electrical Power Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:31
2e2fb4ef-972f-f011-8c4e-0022480ff7a2,89,MA000089,"Vehicle Repair, Services and Retail Award 2020",2,01-01-2010,,04-07-2025 00:23:31
a0a895da-972f-f011-8c4e-000d3ad07e3a,90,MA000090,Wine Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:31
19fb3792-982f-f011-8c4d-7c1e522a6eb4,91,MA000091,"Broadcasting, Recorded Entertainment and Cinemas Award 2020",2,01-01-2010,,04-07-2025 00:23:31
09ff4340-982f-f011-8c4d-00224810246b,92,MA000092,Alpine Resorts Award 2020,2,01-01-2010,,04-07-2025 00:23:31
03991fee-972f-f011-8c4d-00224810246b,93,MA000093,Marine Tourism and Charter Vessels Award 2020,2,01-01-2010,,04-07-2025 00:23:31
c32710a0-982f-f011-8c4e-002248925dcb,94,MA000094,Fitness Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:31
bd5b0147-982f-f011-8c4e-000d3a6a6511,95,MA000095,Car Parking Award 2020,2,01-01-2010,,30-06-2025 17:02:57
11325ff7-972f-f011-8c4e-00224895df16,96,MA000096,Dry Cleaning and Laundry Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:31
10e056a7-982f-f011-8c4e-00224895df16,97,MA000097,Pest Control Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:32
28461d50-982f-f011-8c4d-6045bdc48fdc,98,MA000098,Ambulance and Patient Transport Industry Award 2020,2,01-01-2010,,30-06-2025 17:03:00
c535c808-982f-f011-8c4d-000d3acbcde3,99,MA000099,Labour Market Assistance Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:32
cf76a7b9-982f-f011-8c4e-000d3ad25630,100,MA000100,"Social, Community, Home Care and Disability Services Industry Award 2010",2,01-01-2010,,24-09-2025 07:19:42
bff28d5f-982f-f011-8c4e-000d3ad25630,101,MA000101,Gardening and Landscaping Services Award 2020,2,01-01-2010,,04-07-2025 00:23:32
fc09502d-982f-f011-8c4e-002248925dcb,102,MA000102,Travelling Shows Award 2020,2,01-01-2010,,04-07-2025 00:23:32
6fff4c4f-1640-f011-877a-000d3ad2853b,103,MA000103,Supported Employment Services Award 2020,2,01-01-2010,,04-07-2025 00:23:32
11c2f583-982f-f011-8c4d-0022489752ae,104,MA000104,Miscellaneous Award 2020,2,01-01-2010,,04-07-2025 00:23:32
26a48535-982f-f011-8c4e-000d3ad25630,105,MA000105,Funeral Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:32
ffd470e7-982f-f011-8c4e-000d3acb71b1,106,MA000106,Real Estate Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:32
996defb5-982f-f011-8c4e-00224811a9bb,107,MA000107,Salt Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:32
0e5d0147-982f-f011-8c4e-000d3a6a6511,108,MA000108,Professional Diving Industry (Industrial) Award 2020,2,01-01-2010,,04-07-2025 00:23:32
93d5caf7-982f-f011-8c4d-00224811bbd2,109,MA000109,Professional Diving Industry (Recreational) Award 2020,2,01-01-2010,,04-07-2025 00:23:32
155162be-982f-f011-8c4e-0022481268c7,110,MA000110,Corrections and Detention (Private Sector) Award 2020,2,01-01-2010,,04-07-2025 00:23:32
b1d10658-982f-f011-8c4e-00224895df16,111,MA000111,Fire Fighting Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:32
a23853fa-982f-f011-8c4e-00224811a9bb,112,MA000112,Local Government Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:33
5fc515eb-982f-f011-8c4d-000d3ad2853b,113,MA000113,Water Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:33
ac3ef26a-982f-f011-8c4e-000d3a6a6511,114,MA000114,Aquaculture Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:33
7c9f0414-992f-f011-8c4d-00224897b7fd,115,MA000115,Aboriginal and Torres Strait Islander Health Workers and Practitioners and Aboriginal Community Controlled Health Services Award 2020,2,01-01-2010,,04-07-2025 00:23:33
e6f423fd-982f-f011-8c4d-002248952826,116,MA000116,Legal Services Award 2020,2,01-01-2010,,04-07-2025 00:23:33
8388c879-982f-f011-8c4e-0022480ff7a2,117,MA000117,Mannequins and Models Award 2020,2,01-01-2010,,04-07-2025 00:23:33
ddb2c859-992f-f011-8c4d-7c1e522a6eb4,118,MA000118,Animal Care and Veterinary Services Award 2020,2,01-01-2010,,04-07-2025 00:23:33
18c59f2b-992f-f011-8c4e-000d3a6a6511,119,MA000119,Restaurant Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:33
b87abb85-982f-f011-8c4e-0022480ff7a2,120,MA000120,Children’s Services Award 2010,3,01-01-2010,,04-07-2025 00:23:33
6f158d6d-992f-f011-8c4e-00224892cf43,121,MA000121,State Government Agencies Award 2020,2,01-01-2010,,04-07-2025 00:23:33
126c9d6a-992f-f011-8c4d-00224811bbd2,122,MA000122,Seagoing Industry Award 2020,2,01-01-2010,,04-07-2025 00:23:33
51e2948a-982f-f011-8c4d-6045bde534d3,123,MA000123,Telstra Award 2015,3,09-02-2015,,04-07-2025 00:23:33
2957cb12-9a2f-f011-8c4d-000d3acae51f,124,MA000124,Australian Public Service Enterprise Award 2015,2,14-05-2015,,04-07-2025 00:23:33
037cd98c-992f-f011-8c4d-00224897b7fd,125,MA000125,Nurses and Midwives (Victoria) State Reference Public Sector Award 2015,2,02-06-2015,,04-07-2025 00:23:33
1324c294-982f-f011-8c4d-00224896ec3f,126,MA000126,Printing Industry – Herald & Weekly Times – Production Award 2015,2,15-05-2015,,04-07-2025 00:23:34
20454e63-9a2f-f011-8c4d-000d3acbcde3,127,MA000127,Chullora Printing Award 2015 ,2,15-05-2015,,04-07-2025 00:23:34
58c1c399-992f-f011-8c4d-00224894de5b,128,MA000128,Queensland Newspapers Pty Ltd Printing (Murarrie) Award 2015,2,15-05-2015,,04-07-2025 00:23:34
92cea0a3-982f-f011-8c4e-0022480ff7a2,129,MA000129,Northern Territory News Award 2015  ,2,15-05-2015,,04-07-2025 00:23:34
29ce7877-9a2f-f011-8c4e-000d3ad07e3a,130,MA000130,Metropolitan Newspapers (South Australia and Tasmania) Printing Award 2015,2,15-05-2015,,04-07-2025 00:23:34
61cb94ae-992f-f011-8c4d-000d3acbcde3,131,MA000131,Nurses (ANMF - Victorian Local Government) Award 2015,2,20-07-2015,,04-07-2025 00:23:34
8cad32bd-982f-f011-8c4e-00224892cf43,132,MA000132,Victorian Local Government Award 2015,2,20-07-2015,,04-07-2025 00:23:34
91326198-9a2f-f011-8c4e-00224895df16,133,MA000133,Optus Award 2015,2,17-07-2015,,04-07-2025 00:23:35
52e62db8-992f-f011-8c4e-0022480ff7a2,134,MA000134,Victorian State Government Agencies Award 2015,2,06-08-2015,,04-07-2025 00:23:35
a10705d3-982f-f011-8c4d-6045bde534d3,135,MA000135,Victorian Public Service Award 2016,2,03-10-2016,,04-07-2025 00:23:35
991f659f-9a2f-f011-8c4d-000d3acbcde3,136,MA000136,"Viterra Bulk Handling and Storage of Grains, Pulses and Minerals Award 2015",2,14-12-2015,,04-07-2025 00:23:35
8266d0e2-992f-f011-8c4d-00224810246b,137,MA000137,Australia Post Enterprise Award 2015,2,17-09-2015,,04-07-2025 00:23:35
2bd142fb-982f-f011-8c4d-00224896ec3f,138,MA000138,GrainCorp Country Operations Award 2015 ,2,14-12-2015,,04-07-2025 00:23:35
58799aa5-9a2f-f011-8c4d-000d3acae51f,139,MA000139,Aboriginal Legal Rights Movement Award 2016,2,16-05-2016,,04-07-2025 00:23:35
4dfbfb0d-9a2f-f011-8c4d-002248952826,140,MA000140,Reserve Bank of Australia Award 2016,2,23-05-2016,,30-06-2025 17:03:38
35f1fd02-992f-f011-8c4d-6045bde534d3,141,MA000141,Airservices Australia Enterprise Award 2016,2,30-05-2016,,04-07-2025 00:23:35
dfe778bf-9a2f-f011-8c4e-002248984ef3,142,MA000142,Australian Federal Police Enterprise Award 2016,2,19-08-2016,,04-07-2025 00:23:35
356d1920-9a2f-f011-8c4d-002248952826,143,MA000143,Australian Bureau of Statistics (Interviewers) Enterprise Award 2016,2,21-07-2016,,04-07-2025 00:23:35
5aaf0a6d-992f-f011-8c4e-00224811a9bb,144,MA000144,Australian Nuclear Science and Technology Organisation (ANSTO) Enterprise Award 2016,2,19-08-2016,,04-07-2025 00:23:35
1478dee2-9a2f-f011-8c4d-002248952826,145,MA000145,Parliamentary Departments Staff Enterprise Award 2016,2,30-05-2016,,04-07-2025 00:23:35
c8093827-9a2f-f011-8c4d-6045bdc48fdc,146,MA000146,Australian Capital Territory Public Sector Enterprise Award 2016,2,06-06-2016,,04-07-2025 00:23:36
de9d35b2-992f-f011-8c4e-0022480ff7a2,147,MA000147,Australian Broadcasting Corporation Enterprise Award 2016,2,24-08-2016,,04-07-2025 00:23:36
2a0aa325-9b2f-f011-8c4e-00224892cf43,148,MA000148,CSIRO Enterprise Award 2016,2,19-08-2016,,04-07-2025 00:23:36
962d195b-9a2f-f011-8c4e-0022480ff7a2,149,MA000149,Christmas Island Administration Enterprise Award 2016,2,23-05-2016,,04-07-2025 00:23:36
472994d2-992f-f011-8c4d-7c1e522a6eb4,150,MA000150,Victorian Local Government  (Early Childhood Education Employees) Award 2016,2,18-07-2016,,04-07-2025 00:23:36
051fd54a-9b2f-f011-8c4e-002248925dcb,151,MA000151,Northern Territory Public Sector Enterprise Award 2016,2,19-08-2016,,04-07-2025 00:23:36
193c73e9-9a2f-f011-8c4d-00224897b7fd,152,MA000152,Victorian Government Schools—Early Childhood—Award 2016,2,15-08-2016,,30-06-2025 17:03:46
157b54d9-992f-f011-8c4e-000d3a6a6511,153,MA000153,Australian Government Industry Award 2016,2,15-08-2016,,04-07-2025 00:23:36
b5d6a080-9b2f-f011-8c4e-002248925dcb,154,MA000155,Victorian Government Schools Award 2016,2,15-08-2016,,04-07-2025 00:23:36
d3c825ff-9a2f-f011-8c4d-00224894de5b,155,MA000156,Note Printing Australia Award 2016,2,07-11-2016,,04-07-2025 00:23:36
8bd08d0d-9a2f-f011-8c4e-000d3acb71b1,156,MA000157,"Health Professionals, Medical Scientists and Support Services (Victoria) State Reference Public Sector Modern Award 2018",2,11-11-2020,,04-07-2025 00:23:36
